Announced Date,Organization Description,Organization Name,Organization Name URL,Organization Industries,Organization Location,Transaction Name,Transaction Name URL,Number of Investors,Investor Names,Funding Stage,Lead Investors,Funding Type,Number of Funding Rounds,Money Raised,Money Raised Currency,Money Raised (in USD),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Diversity Spotlight,Organization Website,Organization Revenue Range,Funding Status,Number of Partner Investors,CB Rank (Funding Round),Sentiment
2022-08-01,OriginCell is a biomedical equipment enterprise that develops tumor immuno-therapy solutions.,OriginCell,https://www.crunchbase.com/organization/origincell,"Biopharma, Biotechnology, Medical, Medical Device","Pudong, Shandong, China, Asia",Series B - OriginCell,https://www.crunchbase.com/funding_round/origincell-series-b--3a72bc60,4,"C&D Emerging Investment, CTS Capital, Qiming Venture Partners, Quan Capital",Early Stage Venture,"Qiming Venture Partners, Quan Capital",Series B,4,120000000,USD,120000000,,,,196972856,USD,196972856,Yes,,http://www.origincell-auto.com,,Early Stage Venture,1,"61,919",
2022-08-31,Demeter Biotechnology specializes in microalgae synthetic biotechnology and provides microalgae-based products.,Demeter Biotechnology,https://www.crunchbase.com/organization/demeter-biotechnology-ef67,"Biotechnology, Product Research","Zhuhai, Guangdong, China, Asia",Seed Round - Demeter Biotechnology,https://www.crunchbase.com/funding_round/demeter-biotechnology-ef67-seed--0bbb2d07,3,"Envision Group, HSG, Sequoia Capital",Seed,"Envision Group, HSG",Seed,1,100000000,CNY,14512946,,,,100000000,CNY,14512946,Yes,,http://dmtbiotech.com/,,Seed,2,"62,229",
2022-11-23,Health Force is a digital solutions provider for the medical and healthcare industries.,Health Force,https://www.crunchbase.com/organization/health-force-10b3,"Health Care, Hospital, Medical","Shenzhen, Guangdong, China, Asia",Angel Round - Health Force,https://www.crunchbase.com/funding_round/health-force-10b3-angel--481f5152,2,"Timesbole, Wangdao Venture Capital",Seed,Timesbole,Angel,1,13000000,CNY,1813819,,,,13000000,CNY,1813819,Yes,,http://www.healthforce.cc/,$1M to $10M,Seed,,"62,240",
2022-09-26,Shangshui engages in the development and production of nano-material dispersion.,Shangshui,https://www.crunchbase.com/organization/shangshui,"Industrial, Manufacturing, Nanotechnology","Shenzhen, Guangdong, China, Asia",Series A - Shangshui,https://www.crunchbase.com/funding_round/shangshui-series-a--68856e14,1,BYD Company,Early Stage Venture,BYD Company,Series A,2,,,,,,,,,,Yes,,http://www.ss-smart.cn/,,Early Stage Venture,,"62,469",
2022-11-16,GONEX is a global human resources solution provider designed for enterprises.,Gonex,https://www.crunchbase.com/organization/gonex,"Cloud Computing, Human Resources","Fengxian, Shanghai, China, Asia",Angel Round - Gonex,https://www.crunchbase.com/funding_round/gonex-angel--56323042,2,"K2VC, Mason Yang",Seed,,Angel,1,,,,,,,,,,Yes,,https://www.letsgonex.cn,,Seed,,"62,500",
2022-11-20,Su Ma Su La is a food and beverage company that combines chain services and sales.,Su Ma Su La,https://www.crunchbase.com/organization/su-ma-su-la,"Food and Beverage, Food Processing, Supply Chain Management","Yantai, Liaoning, China, Asia",Series A - Su Ma Su La,https://www.crunchbase.com/funding_round/su-ma-su-la-series-a--daedaebe,1,Yantai Jisi Furniture Group,Early Stage Venture,Yantai Jisi Furniture Group,Series A,1,5000000,CNY,702257,,,,5000000,CNY,702257,Yes,,http://www.sumasula.com/,,Early Stage Venture,,"63,035",
2022-12-15,Guanzhan is a nourishing technology company that provides nourishing consumer products.,Guanzhan,https://www.crunchbase.com/organization/guanzhan,"E-Commerce, Nutrition","Guangzhou, Guangdong, China, Asia",Series B - Guanzhan,https://www.crunchbase.com/funding_round/guanzhan-series-b--1174f739,5,"Atlas Capital, Binfu Capital, Charisma Partners, GF Qianhe Investment, Guangzhou Finance Holdings",Early Stage Venture,"Charisma Partners, Guangzhou Finance Holdings",Series B,1,,,,,,,,,,Yes,,https://www.guanzhan.com/,,Early Stage Venture,,"64,072",
2022-10-15,Vergiga Semiconductor focuses on manufacturing and power device research and development.,Vergiga Semiconductor,https://www.crunchbase.com/organization/vergiga-semiconductor,"Industrial, Manufacturing, Semiconductor","Nanshan, Hunan, China, Asia",Series C - Vergiga Semiconductor,https://www.crunchbase.com/funding_round/vergiga-semiconductor-series-c--0fc9dc8b,8,"ATL Partners, BAIC Capital, CICC, Hubei Gaoyi Industry Investment Management, Intel Capital, KQ Capital, Nanshan War Xintou, Shenzhen Investment",Late Stage Venture,"ATL Partners, BAIC Capital",Series C,1,,,,,,,,,,Yes,,https://www.vgsemi.com/,,Late Stage Venture,,"64,477",
2022-11-24,Minyuan Sensing is a sensor chip developer.,Minyuan Sensing,https://www.crunchbase.com/organization/minyuan-sensing,"Electronics, Semiconductor, Sensor","Chaoyang, Liaoning, China, Asia",Series A - Minyuan Sensing,https://www.crunchbase.com/funding_round/minyuan-sensing-series-a--5c30d7c5,2,"Henan Hanwei Electronics, Probing VC",Early Stage Venture,,Series A,1,,,,,,,,,,Yes,,http://www.mysentech.com/gywm,,Early Stage Venture,,"64,913",
2022-09-08,"Ruide IoT is a smart home solution provider, focusing on technical research in dimensions of intelligent control and sensing application.",Ruide IoT,https://www.crunchbase.com/organization/ruide-iot,"Hardware, Smart Home","Foshan, Guangdong, China, Asia",Seed Round - Ruide IoT,https://www.crunchbase.com/funding_round/ruide-iot-seed--66c5922c,1,Real Design,Seed,Real Design,Seed,1,10000000,CNY,1437277,,,,10000000,CNY,1437277,Yes,,http://www.rdiot.com.cn/,,Seed,,"65,213",
2022-11-04,Beijing Weilan New Energy Technology is an enterprise company focusing on the development of next-generation all-solid-state batteries.,Beijing Weilan New Energy Technology,https://www.crunchbase.com/organization/beijing-weilan-new-energy-technology,"Battery, Electronics, Energy, Manufacturing","Beijing, Beijing, China, Asia",Series D - Beijing Weilan New Energy Technology,https://www.crunchbase.com/funding_round/beijing-weilan-new-energy-technology-series-d--9d815a14,14,"Bureau Capital,, Chengtong Mixed Reform, China Merchants Venture Capital, CITIC Construction Investment, Dyee Capital, Fangyuan Capital, Hermitage Capital, Hexuan Capital, Hidden Hill Capital, Huzhou Economic Development, Lenovo Capital and Incubator Group (LCIG), SDIC Chuangyi, Yinshan Capital, Zibo Jingneng",Late Stage Venture,Chengtong Mixed Reform,Series D,5,1500000000,CNY,208765362,,,,2100000000,CNY,302669072,Yes,,http://www.solidstatelion.com,$10M to $50M,Late Stage Venture,,"65,230",
2022-08-19,HurRain NanoTech is a new functional nanomaterials service provider for atmospheric water generation solutions.,HurRain NanoTech,https://www.crunchbase.com/organization/hurrain-nanotech,"Manufacturing, Water Purification","Haidian, Beijing, China, Asia",Angel Round - HurRain NanoTech,https://www.crunchbase.com/funding_round/hurrain-nanotech-angel--e283c69d,5,"Century Galaxy, Jiayuan Venture Capital, SEE Fund, Shunwei Capital, Taiyou Fund",Seed,Shunwei Capital,Angel,1,,,,,,,,,,Yes,,http://www.hurrainnanotech.com/#home,,Seed,,"65,510",
2022-08-08,Health Gene Technologies provides premium solutions for multiplexed nucleic acid detection.,Health Gene Technologies,https://www.crunchbase.com/organization/health-gene-technologies,"Health Care, Information Technology, Medical","Ningbo, Zhejiang, China, Asia",Series C - Health Gene Technologies,https://www.crunchbase.com/funding_round/health-gene-technologies-series-c--17b5b556,4,"Binjiang Venture Capital, Boyuan Capital, HeFeng Capital, Shenzhen Capital Group",Late Stage Venture,"Boyuan Capital, Shenzhen Capital Group",Series C,2,,,,3400000,CNY,503637,66000000,CNY,10342072,Yes,,http://healthgenetech.net/,,Late Stage Venture,,"65,667",
2022-12-26,Beijing Consen Automation Control develops petrochemical industry automation control systems and railway signal control systems.,Beijing Consen Automation Control,https://www.crunchbase.com/organization/beijing-consen-automation-control,Industrial,"Beijing, Beijing, China, Asia",Venture Round - Beijing Consen Automation Control,https://www.crunchbase.com/funding_round/beijing-consen-automation-control-series-unknown--1cf111dc,6,"China Comservice Capital, China Electric Equipment Group Co, China Mobile Innovation Industry Fund, CICC, Sinopec Capital, Wuchan Zhongda Group",,"China Mobile Innovation Industry Fund, Sinopec Capital, Wuchan Zhongda Group",Venture - Series Unknown,1,,,,,,,,,,Yes,,http://www.consen.net/en/enindex,,,,"65,641",
2022-11-25,Primelink Bio is a Biotechnology firm that is working to to develop next generation of drug delivery systems.,Primelink Bio,https://www.crunchbase.com/organization/primelink-bio,"Biopharma, Biotechnology, Product Research","Tongyuan, Zhejiang, China, Asia",Venture Round - Primelink Bio,https://www.crunchbase.com/funding_round/primelink-bio-series-unknown--4bad235b,3,"Fosun Pharma, Kaitai Capital, Vertex Ventures China",,"Fosun Pharma, Kaitai Capital, Vertex Ventures China",Venture - Series Unknown,1,100000000,CNY,13936505,,,,100000000,CNY,13936505,Yes,,http://www.primelinkbio.com/,,,1,"66,004",
2022-10-09,Shunfeng Dayun is a dispatching platform for heavy vehicles.,Shunfeng Dayun,https://www.crunchbase.com/organization/shunfeng-dayun,"Freight Service, Logistics, Transportation","Haidian, Beijing, China, Asia",Series A - Shunfeng Dayun,https://www.crunchbase.com/funding_round/shunfeng-dayun-series-a--2e5cd836,1,VenturesLab,Early Stage Venture,VenturesLab,Series A,1,,,,,,,,,,Yes,,https://www.sfdy.com/home,,Early Stage Venture,,"66,008",
2022-10-28,Cosemitech is a Semiconductor Solution Provider,Cosemitech,https://www.crunchbase.com/organization/cosemitech,"Hardware, Manufacturing, Semiconductor","Shanghai, Shanghai, China, Asia",Series C - Cosemitech,https://www.crunchbase.com/funding_round/cosemitech-series-c--e3b6195f,5,"BRIDGE CAPITAL, Hua Capital, Oriza Fund of Funds, Shanghai STVC Group, Shenzhen Fortune Venture Capital",Late Stage Venture,BRIDGE CAPITAL,Series C,2,150000000,CNY,20682523,,,,160000000,CNY,22130057,Yes,,http://www.cosemitech.com/,,Late Stage Venture,,"66,090",
2022-09-30,Qiangsi Digital provides digital services that support the digital transformation of the process industry.,Qiangsi Digital,https://www.crunchbase.com/organization/qiangsi-digital,"3D Technology, Enterprise Resource Planning (ERP), Software","Jiangbei, Chongqing, China, Asia",Series A - Qiangsi Digital,https://www.crunchbase.com/funding_round/qiangsi-digital-series-a--23e356f4,2,"Guangzhou SIE Consulting, Pegasus Capital",Early Stage Venture,Guangzhou SIE Consulting,Series A,1,,,,,,,,,,Yes,,http://www.njcets.com.cn/,,Early Stage Venture,,"66,173",
2022-10-24,Sifli Technologies focuses on the design and application development of embedded artificial intelligence IoT platforms.,Sifli Technologies,https://www.crunchbase.com/organization/sifli-technologies,"Apps, Artificial Intelligence (AI), Internet of Things, Semiconductor, Wearables","Shanghai, Shanghai, China, Asia",Series A - Sifli Technologies,https://www.crunchbase.com/funding_round/sifli-technologies-series-a--6a5a3ffe,4,"Beijing Lanpu Capital Management, Legend Capital, Weiran Capital, Yibai Capital",Early Stage Venture,Beijing Lanpu Capital Management,Series A,2,100000000,CLP,101458,,,,100000000,CLP,101458,Yes,,http://www.sifli.com/,,,1,"66,360",
2022-08-12,Micronano Core is a researcher and developer of AIoT series chip products for intelligent IoT and advanced technology applications.,Micronano Core,https://www.crunchbase.com/organization/micronano-core,"Artificial Intelligence (AI), Hardware, Internet of Things, Manufacturing, Semiconductor","Hangzhou, Zhejiang, China, Asia",Series A - Micronano Core,https://www.crunchbase.com/funding_round/micronano-core-series-a--421114b5,8,"Addor Capital, AVIC, Degui Capital, Founder H Fund, Lenovo Capital and Incubator Group (LCIG), Mingshi Investment, Oriental Fortune Capital, Yida China Holdings",Early Stage Venture,Founder H Fund,Series A,2,200000000,CNY,29660828,,,,200000000,CNY,29660828,Yes,,https://www.nanocorechip.com,,Early Stage Venture,,"66,502",
2022-12-14,"GCL Optoelectronics is a supplier of perovskite solar modules, focusing on the R&D and production of perovskite solar modules.",GCL Optoelectronics,https://www.crunchbase.com/organization/gcl-optoelectronics,"Battery, Energy, Solar","Kunshan, Anhui, China, Asia",Series B - GCL Optoelectronics,https://www.crunchbase.com/funding_round/gcl-optoelectronics-series-b--0fadf171,4,"HSG, IDG Capital, Longwater Investment, Temasek Holdings",Early Stage Venture,"HSG, IDG Capital, Temasek Holdings",Series B,3,500000000,CNY,71933131,2500000000,CNY,359665655,1000000000,CNY,140798912,Yes,,http://www.gcl-perovskite.com/,,Late Stage Venture,,"66,559",
2022-08-01,Guotai is a Chinese traditional medicine and liquor enterprise company.,Guotai,https://www.crunchbase.com/organization/guotai,"Food and Beverage, Medical, Winery","Zunyi, Guizhou, China, Asia",Series A - Guotai,https://www.crunchbase.com/funding_round/guotai-series-a--1cc574ec,1,Dayone Capital,Early Stage Venture,Dayone Capital,Series A,2,,,,,,,3000000,CNY,492784,Yes,,http://www.guotaiworld.com/,,Early Stage Venture,,"66,645",
2022-10-12,Zhiyi Juxin Microelectronics Technology manufactures analog-digital conversion chips for various applications.,Zhiyi Juxin Microelectronics Technology,https://www.crunchbase.com/organization/zhiyi-juxin-microelectronics-technology,"Electronics, Manufacturing, Semiconductor","Tianjin, Guangdong, China, Asia",Seed Round - Zhiyi Juxin Microelectronics Technology,https://www.crunchbase.com/funding_round/zhiyi-juxin-microelectronics-technology-seed--d04a9a82,1,Zhuoyuan Capital,Seed,Zhuoyuan Capital,Seed,1,,,,,,,,,,Yes,,https://www.zymicro.com,,Seed,,"67,050",
2022-12-21,Dalezhuang is a building digital technology integration platform company.,Dalezhuang,https://www.crunchbase.com/organization/dalezhuang,"Building Maintenance, Cloud Computing","Shenzhen, Guangdong, China, Asia",Series B - Dalezhuang,https://www.crunchbase.com/funding_round/dalezhuang-series-b--cfdd2beb,2,"Eastern Bell Capital, Shenqi Capital",Early Stage Venture,Shenqi Capital,Series B,3,90000000,CNY,12890289,,,,27890289,USD,27890289,Yes,,https://www.dalezhuang.com/,,Early Stage Venture,,"67,236",
2022-11-16,"APMG provides neurosurgery, tumor treatment and general practice services.",Asia Pacific Medical Group,https://www.crunchbase.com/organization/asia-pacific-medical-group-bccb,"Health Care, Hospital, Medical","Minhang, Shanghai, China, Asia",Series A - Asia Pacific Medical Group,https://www.crunchbase.com/funding_round/asia-pacific-medical-group-bccb-series-a--0b1ff11a,3,"GL Capital, IDG Capital, PICC Capital Investment Management",Early Stage Venture,"IDG Capital, PICC Capital Investment Management",Series A,1,,,,,,,,,,Yes,,http://www.apmgmedical.com/,,M&A,,"67,388",
2022-12-29,Changyang Tech is an Enterprise services company.,Changyang Tech,https://www.crunchbase.com/organization/changyang-tech,Enterprise Software,"Beijing, Beijing, China, Asia",Series F - Changyang Tech,https://www.crunchbase.com/funding_round/changyang-tech-series-f--28f3a041,3,"Ally Capital, Anlan Capital, Jingtai Investment",Late Stage Venture,Ally Capital,Series F,8,300000000,CNY,43078072,5700000000,CNY,818483365,125342924,USD,125342924,Yes,,http://www.cy-tech.net,$10M to $50M,,2,"67,785",
2022-09-23,"Jiemeng Intelligence is a provider, developer, and manufacturing of lithium-ion battery coating equipment",Jiemeng Intelligence,https://www.crunchbase.com/organization/jiemeng-intelligence,"Battery, Developer Tools, Manufacturing","Guangzhou, Guangdong, China, Asia",Seed Round - Jiemeng Intelligence,https://www.crunchbase.com/funding_round/jiemeng-intelligence-seed--d6564dd7,6,"CDH Investments, Hanhui Touzi, Hengxu Capital, Huatai Zijin Investment, Sunwoda Electronic, Trina Solar",Seed,Huatai Zijin Investment,Seed,2,,,,,,,,,,Yes,,http://jiement.com/,Less than $1M,,,"68,040",
2022-12-27,Chuantu Microelectronics is engaged in designing of chips.,Chuantu Microelectronics,https://www.crunchbase.com/organization/chuantu-microelectronics,"Electronics, Industrial, Manufacturing, Product Design, Semiconductor","Shanghai, Shanghai, China, Asia",Series C - Chuantu Microelectronics,https://www.crunchbase.com/funding_round/chuantu-microelectronics-series-c--5b66ba99,2,"SAIC Motor, Shang Qi Capital",Late Stage Venture,"SAIC Motor, Shang Qi Capital",Series C,4,,,,,,,,,,Yes,,http://www.chipanalog.com,$50M to $100M,Late Stage Venture,,"68,068",
2022-12-07,GizWits is a smart hardware self-development and cloud service platform.,GizWits,https://www.crunchbase.com/organization/gizwits,"Cloud Data Services, Internet of Things, SaaS","Guangzhou, Guangdong, China, Asia",Series C - GizWits,https://www.crunchbase.com/funding_round/gizwits-series-c--2b560898,2,"Huaying Capital, Meridian Capital Asia",Late Stage Venture,"Huaying Capital, Meridian Capital Asia",Series C,3,100000000,CNY,14339796,,,,100000000,CNY,14339796,Yes,,http://www.gizwits.com/,$1M to $10M,Late Stage Venture,,"68,344",
